area, url, browserDetection, cssprefixes, edge, jslibs, pluginfree
USA, http://onet.pl, 1, 1, 1, 1, 1
USA, http://mlb.com, 0, 0, 1, 1, 1
USA, http://web.de, 0, 0, 1, 1, 1
USA, http://booking.com, 0, 0, 1, 0, 1
USA, http://rakuten.co.jp, 0, 0, 1, 0, 1
USA, http://coupang.com, 0, 1, 0, 1, 1
USA, http://haber7.com, 1, 1, 1, 1, 1
USA, http://amazonaws.com, 0, 1, 0, 1, 1
USA, http://in.msn.com, 1, 1, 0, 1, 1
USA, http://prodigy.msn.com, 1, 1, 1, 1, 1
USA, http://bt.dk, 0, 0, 1, 1, 1
USA, http://healthyliving.msn.com, 1, 1, 0, 1, 1
USA, http://fr.msn.com, 1, 1, 0, 1, 1
USA, http://es.msn.com, 1, 1, 0, 1, 1
USA, http://it.msn.com, 1, 1, 0, 1, 1
USA, http://boursorama.com, 0, 0, 1, 1, 1
USA, http://uk.msn.com, 1, 1, 0, 1, 1
USA, http://ca.msn.com, 1, 1, 0, 1, 1
USA, http://money.msn.com, 1, 1, 0, 1, 1
USA, http://aarp.org, 1, 1, 1, 0, 1
USA, http://yelp.com, 1, 0, 1, 1, 1
USA, http://br.msn.com, 1, 1, 0, 1, 1
USA, http://telegraaf.nl, 0, 1, 1, 0, 1
USA, http://kapaza.be, 1, 1, 1, 1, 1
USA, http://zol.com.cn, 0, 0, 1, 0, 1
USA, http://nu.nl, 0, 1, 1, 1, 1
USA, http://v.baidu.com, 1, 1, 1, 1, 1
USA, http://uol.com.br, 0, 1, 1, 1, 1
USA, http://pornhub.com, 0, 1, 1, 1, 1
USA, http://de.msn.com, 1, 1, 0, 1, 1
USA, http://huffingtonpost.com, 0, 1, 1, 1, 1
USA, http://dk.msn.com, 1, 1, 0, 1, 1
USA, http://se.msn.com, 1, 1, 0, 1, 1
USA, http://ar.msn.com, 1, 1, 0, 1, 1
USA, http://news.qq.com, 0, 0, 1, 0, 1
USA, http://walmart.com, 0, 1, 1, 0, 1
USA, http://iltalehti.fi, 0, 1, 1, 1, 1
